tachometer_mean,tachometer_median,tachometer_std,tachometer_variance,tachometer_range,tachometer_skewness,tachometer_kurtosis,tachometer_dominant_frequency,acc_under_axial_mean,acc_under_axial_median,acc_under_axial_std,acc_under_axial_variance,acc_under_axial_range,acc_under_axial_skewness,acc_under_axial_kurtosis,acc_under_axial_dominant_frequency,acc_under_radiale_mean,acc_under_radiale_median,acc_under_radiale_std,acc_under_radiale_variance,acc_under_radiale_range,acc_under_radiale_skewness,acc_under_radiale_kurtosis,acc_under_radiale_dominant_frequency,acc_under_tangencial_mean,acc_under_tangencial_median,acc_under_tangencial_std,acc_under_tangencial_variance,acc_under_tangencial_range,acc_under_tangencial_skewness,acc_under_tangencial_kurtosis,acc_under_tangencial_dominant_frequency,acc_over_axial_mean,acc_over_axial_median,acc_over_axial_std,acc_over_axial_variance,acc_over_axial_range,acc_over_axial_skewness,acc_over_axial_kurtosis,acc_over_axial_dominant_frequency,acc_over_radiale_mean,acc_over_radiale_median,acc_over_radiale_std,acc_over_radiale_variance,acc_over_radiale_range,acc_over_radiale_skewness,acc_over_radiale_kurtosis,acc_over_radiale_dominant_frequency,acc_over_tangencial_mean,acc_over_tangencial_median,acc_over_tangencial_std,acc_over_tangencial_variance,acc_over_tangencial_range,acc_over_tangencial_skewness,acc_over_tangencial_kurtosis,acc_over_tangencial_dominant_frequency,microphone_mean,microphone_median,microphone_std,microphone_variance,microphone_range,microphone_skewness,microphone_kurtosis,microphone_dominant_frequency,label
0.002846419166316658,-0.54147,1.5883196302666032,2.5227592478902388,6.2657,2.4922947753951052,4.261692257416953,0.00024000096000384002,0.010528862887115544,0.21443,1.1148180773828587,1.2428193456596135,6.673,-0.7249388720521006,-0.2039748816093221,0.0001000004000016,0.0024715372746514984,0.054517,0.3057219079675371,0.09346588501131124,2.67218,-0.6809151018834532,-0.17402616468175802,0.0001000004000016,0.002127376098044392,0.0072086,0.05894239759148227,0.0034742062338323754,0.61116,-0.39735344382265203,0.29589144183505134,0.0001000004000016,0.0406233425803531,0.095525,2.124308609754278,4.5126870694761525,10.8061,0.05719385033575861,-0.8485092444443061,0.0001000004000016,0.004083775999091198,0.067774,0.18340823544762935,0.033638580830013046,1.23911,-1.5069202056683813,2.2468433772589576,0.0001000004000016,0.0025702684565497456,-0.02387,0.43311811539438294,0.187591301882782,2.5379,0.3113671447921684,-0.5504205173994161,0.0001000004000016,0.01753654066902268,-0.014066,0.14484412561575766,0.020979820725393387,1.32695,0.9325514881532627,0.8246181208087693,0.44253777015108064,horizontal-misalignment
-0.0025381390097560397,-0.55299,1.5959039990611417,2.5469095742193444,6.2013,2.47367828189154,4.167899358031635,0.000264001056004224,0.040602280748719,0.15696,1.1640661168601805,1.3550499244219392,6.0283,-0.3738708110614628,-0.93007692713645,0.44231376925507704,0.0014227919235688944,0.027863,0.2937987409301344,0.08631770017213225,2.09329,-0.39967327605093544,-0.6274806902525847,0.44231376925507704,0.0016946800343477376,0.0035154,0.05924632357111959,0.003510126856693801,0.63066,-0.12095443403216634,0.12106277853232283,0.44231376925507704,0.0381230307282101,0.040845,0.9099445841630103,0.8279991462475936,5.2012,0.10385027538523568,-0.5842863255399533,4.8000192000768e-05,0.0043834734109572445,0.005364,0.0423232297020891,0.001791255772415797,0.27942,-0.12686282706968116,-0.3055708091244367,0.000264001056004224,0.013521464988783798,0.018669,0.28246627403657737,0.07978719596810682,1.78928,0.06013764349357241,-0.5738585646695062,4.0000160000640005e-05,0.011860041328262913,-0.0083706,0.13415864343921965,0.017998541609451673,1.6394199999999999,0.6486200605024961,0.32762692288938267,0.44231376925507704,horizontal-misalignment
0.0006832558245033007,-0.5609,1.6090445115119834,2.589024240026837,6.2193,2.4407120112868674,4.004107123728979,0.00028400113600454403,0.030726736659682636,0.1446,1.0965906024351213,1.202510949349022,6.0226,-0.40270877138471795,-0.8546682635300926,0.44216576866307467,0.0016187929714618862,0.027247,0.29426155460977993,0.08658986252136451,2.26714,-0.3822532738307704,-0.6604212879159781,0.44216576866307467,0.0015803300043580177,0.0033613,0.06214723549600774,0.003862278879796244,0.66486,-0.10751744494324371,0.12967836766027174,0.44216576866307467,0.037270604642294945,-0.0037138,0.8135300596219769,0.6618311579085373,5.3096,0.23785018470428673,-0.09445858856702172,0.00028400113600454403,0.004485322637326549,0.0056656,0.04124569839897736,0.0017012076364194039,0.28439,-0.17201771959460985,-0.2162623534402126,0.00028400113600454403,0.011542733730438523,0.00047579,0.21297935878372012,0.04536020726792458,1.57647,0.21107251300407776,-0.15079833525471198,0.00028400113600454403,0.01865595119790559,-0.0033327,0.14736578119378613,0.021716673466854852,2.39532,0.6430765236269028,0.4197564128213158,0.44216576866307467,horizontal-misalignment
-0.0014718882199528784,-0.56691,1.6156099807577182,2.6101956099239545,6.3416,2.4246028921473424,3.924791145899852,0.00030000120000480004,0.00237796132275569,0.098954,0.9515565909101191,0.9054599457044878,5.1741,-0.3962270222260744,-0.8507367754627504,0.44205776823107296,0.0008253527914635657,0.024446,0.2929450948967009,0.08581682862403708,2.20429,-0.3522428411928894,-0.712653049189873,0.44205776823107296,0.0013640533677386714,0.0028474,0.06519175143594119,0.00424996445528554,0.85327,-0.09013359799265248,0.17592726355780774,0.44205776823107296,-0.04338967479152038,-0.077558,0.8323686925491199,0.6928376403359313,5.710100000000001,0.2063333744919136,-0.1845792903122443,0.00030000120000480004,0.0028217315758059035,0.0032463,0.041999750914485726,0.0017639790768788444,0.29086,-0.08081792296488378,-0.2836873910837667,0.00030000120000480004,-0.01848654438641731,-0.030208,0.2142103661775535,0.04588608097792156,1.61128,0.2472462884827164,-0.1805485565567846,0.00030000120000480004,0.020834703456561025,0.0025327,0.15179488646492972,0.023041687556900902,2.13077,0.4534584248649936,0.5994638352929638,0.44205776823107296,horizontal-misalignment
-0.0013054784627138508,-0.57427,1.6233957817664537,2.6354138642571154,6.2808,2.4052094061807825,3.8296615011410555,0.00032000128000512004,0.004263360805042821,0.097259,0.9230530874679477,0.8520270022841107,4.9625,-0.37013932810632605,-0.9128620554063538,0.44160976643906574,0.0010150207490921964,0.024131,0.2913864578736059,0.08490606783212669,2.1002,-0.3523083313887943,-0.6706189142001473,0.44160976643906574,0.0013554779524222098,0.0023721,0.06958070091381098,0.004841473939657216,0.7189,-0.06478133996039522,0.19448753990076684,0.44160976643906574,0.012625222917084476,0.029631,0.9150534692594693,0.8373228516037905,5.4719,-0.0420302424917944,-0.32849373015086636,0.00032000128000512004,0.0025489858378561514,0.0051009,0.04864378549036153,0.0023662178668323068,0.30362,-0.2598990285906827,-0.20582801114513982,0.00032000128000512004,0.003174603167744832,0.012311,0.2586564107511466,0.06690313882266587,1.83846,-0.02423007246448037,-0.29237204427035124,0.0001000004000016,0.013891763914162854,-0.0046956,0.1283878709660924,0.01648344541120599,0.9143,0.7150718015992535,0.22379554311718497,0.44160976643906574,horizontal-misalignment
0.0028739107648030676,-0.57922,1.6340114300412316,2.669993353505391,6.3228,2.3789433510140987,3.702651259681164,0.0006760027040108161,0.028898103020963677,0.14451,1.0362506729768681,1.0738154572450123,5.4372,-0.3927118048557666,-0.8884380384260209,0.44158976635906544,0.0007765966466245865,0.023206,0.2916253725827425,0.08504535793402339,2.05998,-0.34031237736698583,-0.6998099945413823,0.44158976635906544,0.0012526140827659312,0.0021987,0.07290807419546322,0.00531558728289117,0.91833,-0.049621329651158036,0.1517426738585499,0.44158976635906544,-0.11152714281345524,-0.23715,1.5872529394189065,2.519371893693959,7.855700000000001,0.2605493916675019,-0.8984980745923421,2.8000112000448002e-05,0.0019356409124252506,0.0017959,0.047760705032178746,0.002281084945170784,0.3186,-0.004501142465782943,-0.2608410623220112,2.8000112000448002e-05,-0.04053199217472158,-0.061938,0.5173485061847254,0.2676494768515668,2.6071,0.18410175813996016,-1.0743906146235125,2.8000112000448002e-05,0.011762115040347361,-0.0078839,0.13103925838774938,0.017171287238811346,0.94224,0.7269485504492447,0.2255815835748174,0.44158976635906544,horizontal-misalignment
0.00026714816259264257,-0.59034,1.6436645313737326,2.701633091696032,6.3245,2.355694496127772,3.590874657467486,0.00036800147200588806,0.015306697866569867,0.11571,0.9988421684029041,0.9976856773798154,5.5348,-0.3849957808323255,-0.8719372023529766,0.44154976619906483,0.0008317233133672536,0.021818,0.2965433793286321,0.08793797582364499,2.25343,-0.33790701982681265,-0.6486714436291323,0.44154976619906483,0.0012892143432465726,0.0017363,0.08058608565403241,0.00649411720103905,1.2129500000000002,-0.0243499312191276,0.37343079595303186,0.44154976619906483,-0.03157153012325569,-0.058272,0.8633183202982484,0.745318522162589,6.2156,0.30921316668906,0.25460202217868,3.2000128000512e-05,0.0032891676461337836,0.0057747,0.0427109253509253,0.0018242231443323135,0.32545,-0.45234396760012235,0.5677029945860688,0.00036800147200588806,-0.0013884464083317948,-0.015906,0.21607779635740168,0.046689614078670755,1.8244099999999999,0.4769068231269276,0.49906556747951347,0.00013600054400217601,0.014210425702134011,-0.0060585,0.13461974162788465,0.018122474835958417,0.9682999999999999,0.7399201978785943,0.28563204956232546,0.44154976619906483,horizontal-misalignment
-0.004179928030792118,-0.59446,1.6431317621084378,2.69988198764958,6.4352,2.3568713863574433,3.596919373476535,0.000384001536006144,0.00043209818862595395,0.093123,0.9350398094222356,0.8742994452043708,5.0956,-0.38609717336497973,-0.8637913439383293,0.441497765991064,0.000565016408554434,0.021427,0.29931874199159103,0.08959170930742864,2.2653299999999996,-0.3336523609028386,-0.6453278275844561,0.441497765991064,0.0011381964513394053,0.001216,0.08526809275497445,0.007270647642070927,0.8406199999999999,0.0008098287950959815,0.22927245000943275,0.441497765991064,0.03517518440443362,0.059309,0.8679005875099787,0.7532514298001661,5.8532,-0.01647348327699582,-0.32406807944577176,4.8000192000768e-05,0.002851318454107816,0.0041511,0.04038474199976465,0.0016309273863875547,0.29603999999999997,-0.22618715765158193,-0.10554633170431016,4.8000192000768e-05,0.012901969059496796,0.01969,0.25503148554646704,0.06504105862003784,1.8246699999999998,-0.05974741744590282,-0.3273731781857414,4.8000192000768e-05,0.013239482601089606,-0.0070077,0.13562241731386607,0.018393440078056437,0.97232,0.7464750685376504,0.31956727892924075,0.441497765991064,horizontal-misalignment
0.001883845741902967,-0.60021,1.654957743385349,2.738885132391127,6.3381,2.3280961433168827,3.4611634157561113,0.0004000016000064,0.004915478655387819,0.10236,0.9051768333805574,0.8193450996888535,5.0296,-0.40157834134427767,-0.841720878954717,0.4414617658470634,0.0005129866805483221,0.020547,0.3015783064639447,0.09094947492966092,2.29745,-0.3211966584472046,-0.6548766801729013,0.4414617658470634,0.000984519872736291,0.0011325,0.09175018011500721,0.008418095551136266,1.4755500000000001,0.01909240497634374,0.31030435805985856,0.4414617658470634,0.025585177224923296,0.019651,0.8422875665392009,0.7094483447465288,5.4302,0.14009845774739602,-0.3553373984476069,4.8000192000768e-05,0.002865361264984261,0.003734,0.037748118705703396,0.0014249204658198745,0.26219000000000003,-0.14205895816493888,-0.2898984687854482,4.8000192000768e-05,0.002924614198319599,0.00052716,0.2496450928436741,0.062322672380926654,2.0953,0.18977282552406077,0.1075612885284083,8.000032000128e-06,0.012313812394991179,-0.0084193,0.1379354332622548,0.019026183749245945,0.973,0.7428445647989973,0.3086758337620785,0.4414617658470634,horizontal-misalignment
0.003865296929987721,-0.60678,1.6658930225891215,2.7751995627111197,6.2879000000000005,2.302225790086512,3.3397306455235087,0.00042000168000672,0.02869405742037768,0.1508,0.9575960506348019,0.91699019619137,5.2595,-0.4341029371541904,-0.7930490548123554,0.44138976555906223,0.00039233483153212613,0.020643,0.30649016994885014,0.09393622427527505,2.35794,-0.31303129521199996,-0.6383333323080316,0.44138976555906223,0.0010108951919511676,0.0021281,0.1018706571671611,0.010377630791669269,1.1293199999999999,-0.03278412318642078,0.2337456422740738,0.00042000168000672,0.03688965295467261,0.03089,0.5645816247626138,0.31875241101959284,4.7233,0.07961222570901785,0.2395520466372556,1.6000064000256e-05,0.0035705362053544214,0.0045618,0.033231340063410914,0.0011043219624100593,0.229071,-0.17239132814408914,-0.48307171856679165,0.00023600094400377602,0.012204734808018348,0.0077389,0.194079747414148,0.037666948356339484,1.73715,0.16786444318791777,0.08986705607826151,8.000032000128e-06,0.014408591597310392,-0.0066913,0.14171088373213145,0.020081974568141675,1.03193,0.7438803821325751,0.314820846742486,0.44138976555906223,horizontal-misalignment
